Tank,Date (on photo),Photo,snail index,Length,Width,Ratio,Day,Week,Comment
1,5/8/2019,DSC02216.JPG,11,6.33,,#DIV/0!,7,1,
1,5/8/2019,DSC02216.JPG,12,11.24,,#DIV/0!,7,1,
1,5/8/2019,DSC02216.JPG,13,9.48,,#DIV/0!,7,1,
1,5/8/2019,DSC02216.JPG,14,10.06,,#DIV/0!,7,1,
1,5/8/2019,DSC02216.JPG,15,8.12,,#DIV/0!,7,1,
1,5/8/2019,DSC02216.JPG,16,7.32,,#DIV/0!,7,1,
1,5/8/2019,DSC02216.JPG,17,6.91,,#DIV/0!,7,1,
1,5/8/2019,DSC02216.JPG,18,7.45,,#DIV/0!,7,1,
1,5/8/2019,DSC02216.JPG,19,7.88,,#DIV/0!,7,1,
1,5/8/2019,DSC02216.JPG,20,9.48,,#DIV/0!,7,1,
1,5/8/2019,DSC02216.JPG,21,7.56,,#DIV/0!,7,1,
1,5/8/2019,DSC02216.JPG,22,9.66,,#DIV/0!,7,1,
1,5/8/2019,DSC02216.JPG,23,9.91,,#DIV/0!,7,1,
1,5/8/2019,DSC02216.JPG,24,9.25,,#DIV/0!,7,1,
1,5/15/2019,DSC02256.JPG,1,18.86,,#DIV/0!,14,2,
1,5/15/2019,DSC02256.JPG,2,12.99,,#DIV/0!,14,2,
1,5/15/2019,DSC02256.JPG,3,13.65,,#DIV/0!,14,2,
1,5/15/2019,DSC02256.JPG,4,9.72,,#DIV/0!,14,2,
1,5/15/2019,DSC02256.JPG,5,13.45,,#DIV/0!,14,2,
1,5/15/2019,DSC02256.JPG,6,12.72,,#DIV/0!,14,2,
1,5/15/2019,DSC02256.JPG,7,13.64,,#DIV/0!,14,2,
1,5/15/2019,DSC02256.JPG,8,12.13,,#DIV/0!,14,2,
1,5/15/2019,DSC02256.JPG,9,10.18,,#DIV/0!,14,2,
1,5/15/2019,DSC02256.JPG,10,11.44,,#DIV/0!,14,2,
1,5/15/2019,DSC02256.JPG,11,9.84,,#DIV/0!,14,2,
1,5/15/2019,DSC02256.JPG,12,9.98,,#DIV/0!,14,2,
1,5/15/2019,DSC02256.JPG,13,11.05,,#DIV/0!,14,2,
1,5/15/2019,DSC02256.JPG,14,10.96,,#DIV/0!,14,2,
1,5/15/2019,DSC02256.JPG,15,14.99,,#DIV/0!,14,2,
1,5/15/2019,DSC02256.JPG,16,13.41,,#DIV/0!,14,2,
1,5/15/2019,DSC02256.JPG,17,9.28,,#DIV/0!,14,2,
1,5/15/2019,DSC02256.JPG,18,11.72,,#DIV/0!,14,2,
1,5/15/2019,DSC02256.JPG,19,7.96,,#DIV/0!,14,2,
1,5/15/2019,DSC02256.JPG,20,10.55,,#DIV/0!,14,2,
1,5/15/2019,DSC02256.JPG,21,13.73,,#DIV/0!,14,2,
1,5/15/2019,DSC02256.JPG,22,12.65,,#DIV/0!,14,2,
1,5/15/2019,DSC02256.JPG,23,11.5,,#DIV/0!,14,2,
1,5/15/2019,DSC02256.JPG,24,10.1,,#DIV/0!,14,2,
1,5/15/2019,DSC02256.JPG,25,7.71,,#DIV/0!,14,2,
1,5/22/2019,DSC02298.JPG,1,14.32,,#DIV/0!,21,3,
1,5/22/2019,DSC02298.JPG,2,12.35,,#DIV/0!,21,3,
1,5/22/2019,DSC02298.JPG,3,12.16,,#DIV/0!,21,3,
1,5/22/2019,DSC02298.JPG,4,11.49,,#DIV/0!,21,3,
1,5/22/2019,DSC02298.JPG,5,10.51,,#DIV/0!,21,3,
1,5/22/2019,DSC02298.JPG,6,13.56,,#DIV/0!,21,3,
1,5/22/2019,DSC02298.JPG,7,12.68,,#DIV/0!,21,3,
1,5/22/2019,DSC02298.JPG,8,12.53,,#DIV/0!,21,3,
1,5/22/2019,DSC02298.JPG,9,11.61,,#DIV/0!,21,3,
1,5/22/2019,DSC02298.JPG,10,11.68,,#DIV/0!,21,3,
1,5/22/2019,DSC02298.JPG,11,12.41,,#DIV/0!,21,3,
1,5/22/2019,DSC02298.JPG,12,13.13,,#DIV/0!,21,3,
1,5/22/2019,DSC02298.JPG,13,12.09,,#DIV/0!,21,3,
1,5/22/2019,DSC02298.JPG,14,9.69,,#DIV/0!,21,3,
1,5/22/2019,DSC02298.JPG,15,10.34,,#DIV/0!,21,3,
1,5/22/2019,DSC02298.JPG,16,10.65,,#DIV/0!,21,3,
1,5/22/2019,DSC02298.JPG,17,9.86,,#DIV/0!,21,3,
1,5/22/2019,DSC02298.JPG,18,10.01,,#DIV/0!,21,3,
1,5/22/2019,DSC02298.JPG,19,11.39,,#DIV/0!,21,3,
1,5/22/2019,DSC02298.JPG,20,12.36,,#DIV/0!,21,3,
1,5/22/2019,DSC02298.JPG,21,11.03,,#DIV/0!,21,3,
1,5/22/2019,DSC02298.JPG,22,11.83,,#DIV/0!,21,3,
1,5/22/2019,DSC02298.JPG,23,11.56,,#DIV/0!,21,3,
1,5/22/2019,DSC02298.JPG,24,9.99,,#DIV/0!,21,3,
1,5/22/2019,DSC02298.JPG,25,11.23,,#DIV/0!,21,3,
1,5/29/2019,,1,12.3,,#DIV/0!,28,4,
1,5/29/2019,,2,13.4,,#DIV/0!,28,4,
1,5/29/2019,,3,10.8,,#DIV/0!,28,4,
1,5/29/2019,,4,9.6,,#DIV/0!,28,4,
1,5/29/2019,,5,12.3,,#DIV/0!,28,4,
1,5/29/2019,,6,11.7,,#DIV/0!,28,4,
1,5/29/2019,,7,11.3,,#DIV/0!,28,4,
1,5/29/2019,,8,9.9,,#DIV/0!,28,4,
1,5/29/2019,,9,11.2,,#DIV/0!,28,4,
1,5/29/2019,,10,11.1,,#DIV/0!,28,4,
1,5/29/2019,,11,10.1,,#DIV/0!,28,4,
1,5/29/2019,,12,12.5,,#DIV/0!,28,4,
1,5/29/2019,,13,14.4,,#DIV/0!,28,4,
1,5/29/2019,,14,13,,#DIV/0!,28,4,
1,5/29/2019,,15,11.9,,#DIV/0!,28,4,
1,5/29/2019,,16,11.8,,#DIV/0!,28,4,
1,5/29/2019,,17,12.8,,#DIV/0!,28,4,
1,5/29/2019,,18,10.3,,#DIV/0!,28,4,
1,5/29/2019,,19,10.2,,#DIV/0!,28,4,
1,5/29/2019,,20,9.7,,#DIV/0!,28,4,
1,5/29/2019,,21,13.3,,#DIV/0!,28,4,
1,5/29/2019,,22,10.5,,#DIV/0!,28,4,
1,5/29/2019,,23,12,,#DIV/0!,28,4,
1,5/29/2019,,24,13.4,,#DIV/0!,28,4,
1,5/29/2019,,25,12.2,,#DIV/0!,28,4,
1,5/29/2019,,26,2.4,,#DIV/0!,28,4,
1,5/29/2019,,27,3.5,,#DIV/0!,28,4,
1,5/29/2019,,28,1.2,,#DIV/0!,28,4,
1,5/29/2019,,29,2.8,,#DIV/0!,28,4,
1,5/29/2019,,30,3.2,,#DIV/0!,28,4,
1,5/29/2019,,31,2,,#DIV/0!,28,4,
1,5/29/2019,,32,1.6,,#DIV/0!,28,4,
1,5/29/2019,,33,2.9,,#DIV/0!,28,4,
1,5/29/2019,,34,1.9,,#DIV/0!,28,4,
1,5/29/2019,,36,2.8,,#DIV/0!,28,4,
1,5/29/2019,,37,1.7,,#DIV/0!,28,4,
1,5/29/2019,,38,1.3,,#DIV/0!,28,4,
1,6/5/2019,DSC02395,1,14.3,11.9,1.201680672,35,5,
1,6/5/2019,DSC02395,2,11.8,9.9,1.191919192,35,5,
1,6/5/2019,DSC02395,3,12.2,10.1,1.207920792,35,5,
1,6/5/2019,DSC02395,4,13.6,11,1.236363636,35,5,
1,6/5/2019,DSC02395,5,13.3,11.5,1.156521739,35,5,
1,6/5/2019,DSC02395,6,11.2,9.3,1.204301075,35,5,
1,6/5/2019,DSC02395,7,11.2,9.4,1.191489362,35,5,
1,6/5/2019,DSC02395,8,12.2,10,1.22,35,5,
1,6/5/2019,DSC02395,9,9.5,8,1.1875,35,5,
1,6/5/2019,DSC02395,10,12.8,10.7,1.196261682,35,5,
1,6/5/2019,DSC02395,11,13.5,10.7,1.261682243,35,5,
1,6/5/2019,DSC02395,12,9.6,7.8,1.230769231,35,5,
1,6/5/2019,DSC02395,13,11.1,8.5,1.305882353,35,5,
1,6/5/2019,DSC02395,14,11.8,10,1.18,35,5,
1,6/5/2019,DSC02395,15,10.4,8.6,1.209302326,35,5,
1,6/5/2019,DSC02395,16,11.1,9.3,1.193548387,35,5,
1,6/5/2019,DSC02395,17,10.7,9,1.188888889,35,5,
1,6/5/2019,DSC02395,18,13.1,11,1.190909091,35,5,
1,6/5/2019,DSC02395,19,10.6,8.9,1.191011236,35,5,
1,6/5/2019,DSC02395,20,11.9,9.7,1.226804124,35,5,
1,6/5/2019,DSC02395,21,13.7,11.5,1.191304348,35,5,
1,6/5/2019,DSC02395,22,10.6,8.1,1.308641975,35,5,
1,6/5/2019,DSC02395,23,13,10.2,1.274509804,35,5,
1,6/5/2019,DSC02395,24,9.3,7.8,1.192307692,35,5,
1,6/5/2019,DSC02395,25,12.5,10.1,1.237623762,35,5,
1,6/5/2019,DSC02395,26,3.5,2.4,1.458333333,35,5,
1,6/5/2019,DSC02395,27,3.4,2.8,1.214285714,35,5,
1,6/5/2019,DSC02395,28,3.5,3.1,1.129032258,35,5,
1,6/5/2019,DSC02395,29,2.9,2.7,1.074074074,35,5,
1,6/5/2019,DSC02395,30,2.9,2.3,1.260869565,35,5,
1,6/5/2019,DSC02395,31,3.1,2.8,1.107142857,35,5,
1,6/5/2019,DSC02395,32,3.1,2.5,1.24,35,5,
1,6/5/2019,DSC02395,33,3.9,2.5,1.56,35,5,
1,6/5/2019,DSC02395,34,2.9,2.3,1.260869565,35,5,
1,6/5/2019,DSC02395,35,3,2.4,1.25,35,5,
1,6/5/2019,DSC02395,36,3.4,3,1.133333333,35,5,
1,6/5/2019,DSC02395,37,3.5,3.2,1.09375,35,5,
1,6/5/2019,DSC02395,38,3.5,2.4,1.458333333,35,5,
1,6/5/2019,DSC02395,39,2.1,1.6,1.3125,35,5,
1,6/5/2019,DSC02395,40,3.1,3,1.033333333,35,5,
1,6/5/2019,DSC02395,41,3.4,2.9,1.172413793,35,5,
1,6/5/2019,DSC02395,42,3.2,2.7,1.185185185,35,5,
1,6/5/2019,DSC02395,43,2.8,2.4,1.166666667,35,5,
1,6/5/2019,DSC02395,44,2.3,1.4,1.642857143,35,5,
1,6/5/2019,DSC02395,45,3.1,2.4,1.291666667,35,5,
1,6/5/2019,DSC02395,46,3.2,2.8,1.142857143,35,5,
1,6/5/2019,DSC02395,47,2.4,1.9,1.263157895,35,5,
1,6/5/2019,DSC02395,48,3,2.7,1.111111111,35,5,
1,6/5/2019,DSC02395,49,1.6,1.4,1.142857143,35,5,
1,6/5/2019,DSC02395,50,3.3,2.6,1.269230769,35,5,
1,6/5/2019,DSC02395,51,3.1,2.3,1.347826087,35,5,
1,6/5/2019,DSC02395,52,3.6,3,1.2,35,5,
1,6/5/2019,DSC02395,53,3.5,2.7,1.296296296,35,5,
1,6/5/2019,DSC02395,54,3.4,2.8,1.214285714,35,5,
1,6/5/2019,DSC02395,55,2.4,1.5,1.6,35,5,
1,6/5/2019,DSC02395,56,2.5,2.3,1.086956522,35,5,
1,6/5/2019,DSC02395,57,2.4,2.3,1.043478261,35,5,
1,6/5/2019,DSC02395,58,3,2.7,1.111111111,35,5,
1,6/5/2019,DSC02395,59,2,1.7,1.176470588,35,5,
1,6/5/2019,DSC02395,60,2.8,1.9,1.473684211,35,5,
1,6/5/2019,DSC02395,61,2.8,2.2,1.272727273,35,5,
1,6/5/2019,DSC02395,62,2.5,2,1.25,35,5,
1,6/5/2019,DSC02395,63,3.2,2.7,1.185185185,35,5,
1,6/5/2019,DSC02395,64,2.9,2.3,1.260869565,35,5,
1,6/5/2019,DSC02395,65,3,2,1.5,35,5,
1,6/5/2019,DSC02395,66,2.8,1.8,1.555555556,35,5,
1,6/5/2019,DSC02395,67,3.2,2.8,1.142857143,35,5,
1,6/5/2019,DSC02395,68,3.1,2.1,1.476190476,35,5,
1,6/5/2019,DSC02395,69,3.4,3.2,1.0625,35,5,
1,6/5/2019,DSC02395,70,4.4,3.1,1.419354839,35,5,
1,6/5/2019,DSC02395,71,2.4,2.1,1.142857143,35,5,
1,6/5/2019,DSC02395,72,3.8,2.5,1.52,35,5,
1,6/5/2019,DSC02395,73,2.3,2,1.15,35,5,
1,6/5/2019,DSC02395,74,3,2.1,1.428571429,35,5,
1,6/5/2019,DSC02395,75,4.9,3.7,1.324324324,35,5,
1,6/5/2019,DSC02395,76,3.5,2.7,1.296296296,35,5,
1,6/5/2019,DSC02395,77,3.5,2.5,1.4,35,5,
1,6/5/2019,DSC02395,78,3.7,3,1.233333333,35,5,
1,6/5/2019,DSC02395,79,3.6,3.1,1.161290323,35,5,
1,6/5/2019,DSC02395,80,3.2,3.1,1.032258065,35,5,
1,6/12/2019,DSC02427,1,4.1,3.9,1.051282051,42,6,
1,6/12/2019,DSC02427,2,12.1,10.6,1.141509434,42,6,
1,6/12/2019,DSC02427,3,3,2.5,1.2,42,6,
1,6/12/2019,DSC02427,4,3.7,3.6,1.027777778,42,6,
1,6/12/2019,DSC02427,5,2.6,2.1,1.238095238,42,6,
1,6/12/2019,DSC02427,6,13.6,11.8,1.152542373,42,6,
1,6/12/2019,DSC02427,7,3.2,2.6,1.230769231,42,6,
1,6/12/2019,DSC02427,8,13.1,10.8,1.212962963,42,6,
1,6/12/2019,DSC02427,9,12.1,10.5,1.152380952,42,6,
1,6/12/2019,DSC02427,10,12.7,11.2,1.133928571,42,6,
1,6/12/2019,DSC02427,11,3,2.4,1.25,42,6,
1,6/12/2019,DSC02427,12,11.9,10.8,1.101851852,42,6,
1,6/12/2019,DSC02427,13,12.3,10.2,1.205882353,42,6,
1,6/12/2019,DSC02427,14,9.8,8.4,1.166666667,42,6,
1,6/12/2019,DSC02427,15,10.7,8.9,1.202247191,42,6,
1,6/12/2019,DSC02427,16,2.7,2,1.35,42,6,
1,6/12/2019,DSC02427,17,10.6,8.4,1.261904762,42,6,
1,6/12/2019,DSC02427,18,3,2.5,1.2,42,6,
1,6/12/2019,DSC02427,19,3.1,2.3,1.347826087,42,6,
1,6/12/2019,DSC02427,20,14.3,11.5,1.243478261,42,6,
1,6/12/2019,DSC02427,21,12.1,9.7,1.24742268,42,6,
1,6/12/2019,DSC02427,22,3.5,2.8,1.25,42,6,
1,6/12/2019,DSC02427,23,4.2,3.8,1.105263158,42,6,
1,6/12/2019,DSC02427,24,9.3,8,1.1625,42,6,
1,6/12/2019,DSC02427,25,12,10.6,1.132075472,42,6,
1,6/12/2019,DSC02427,26,10.5,8,1.3125,42,6,
1,6/12/2019,DSC02427,27,3.6,2.9,1.24137931,42,6,
1,6/12/2019,DSC02427,28,3.7,3.1,1.193548387,42,6,
1,6/12/2019,DSC02427,29,3.2,2.6,1.230769231,42,6,
1,6/12/2019,DSC02427,30,11.1,9.8,1.132653061,42,6,
1,6/12/2019,DSC02427,31,3.6,2.5,1.44,42,6,
1,6/12/2019,DSC02427,32,14.4,12,1.2,42,6,
1,6/12/2019,DSC02427,33,2.6,2,1.3,42,6,
1,6/12/2019,DSC02427,34,14.5,12.4,1.169354839,42,6,
1,6/12/2019,DSC02427,35,3.2,2.9,1.103448276,42,6,
1,6/12/2019,DSC02427,36,14.7,13.7,1.072992701,42,6,
1,6/12/2019,DSC02427,37,11.6,9.4,1.234042553,42,6,
1,6/12/2019,DSC02427,38,2.7,2.5,1.08,42,6,
1,6/12/2019,DSC02427,39,3.2,2.7,1.185185185,42,6,
1,6/12/2019,DSC02427,40,11.3,10.2,1.107843137,42,6,
1,6/12/2019,DSC02427,41,3.9,3.1,1.258064516,42,6,
1,6/12/2019,DSC02427,42,3.7,3.3,1.121212121,42,6,
1,6/12/2019,DSC02427,43,4.1,3.4,1.205882353,42,6,
1,6/12/2019,DSC02427,44,2.9,2.7,1.074074074,42,6,
1,6/12/2019,DSC02427,45,3.3,2.9,1.137931034,42,6,
1,6/12/2019,DSC02427,46,13.5,11.5,1.173913043,42,6,
1,6/12/2019,DSC02427,47,13.9,11.9,1.168067227,42,6,
1,6/12/2019,DSC02427,48,11.7,10.7,1.093457944,42,6,
1,6/12/2019,DSC02427,49,3.7,3.1,1.193548387,42,6,
1,6/12/2019,DSC02427,50,11.7,10.2,1.147058824,42,6,
1,6/12/2019,DSC02427,51,4.1,3.3,1.242424242,42,6,
1,6/12/2019,DSC02427,52,4.4,3.3,1.333333333,42,6,
1,6/12/2019,DSC02427,53,4.3,3.9,1.102564103,42,6,
1,6/12/2019,DSC02427,54,3.3,2.5,1.32,42,6,
1,6/12/2019,DSC02427,55,4,3.5,1.142857143,42,6,
1,6/12/2019,DSC02427,56,3.1,2.6,1.192307692,42,6,
1,6/19/2019,DSC02483,1,11.9,10.6,1.122641509,49,7,
1,6/19/2019,DSC02483,2,13.7,12,1.141666667,49,7,
1,6/19/2019,DSC02483,3,2.8,2.3,1.217391304,49,7,
1,6/19/2019,DSC02483,4,4.3,3.6,1.194444444,49,7,
1,6/19/2019,DSC02483,5,13.4,11.9,1.12605042,49,7,
1,6/19/2019,DSC02483,6,10.2,9,1.133333333,49,7,
1,6/19/2019,DSC02483,7,2.9,2.5,1.16,49,7,
1,6/19/2019,DSC02483,8,2.8,1.8,1.555555556,49,7,
1,6/19/2019,DSC02483,9,11.9,9.9,1.202020202,49,7,
1,6/19/2019,DSC02483,10,11.6,9.9,1.171717172,49,7,
1,6/19/2019,DSC02483,11,3.9,2.5,1.56,49,7,
1,6/19/2019,DSC02483,12,4.5,3.9,1.153846154,49,7,
1,6/19/2019,DSC02483,13,12.3,9.9,1.242424242,49,7,
1,6/19/2019,DSC02483,14,10,8,1.25,49,7,
1,6/19/2019,DSC02483,15,3.9,3.2,1.21875,49,7,
1,6/19/2019,DSC02483,16,9.2,8.2,1.12195122,49,7,
1,6/19/2019,DSC02483,17,10.2,9,1.133333333,49,7,
1,6/19/2019,DSC02483,18,3.1,2.8,1.107142857,49,7,
1,6/19/2019,DSC02483,19,12.2,9.9,1.232323232,49,7,
1,6/19/2019,DSC02483,20,12.9,10.4,1.240384615,49,7,
1,6/19/2019,DSC02483,21,13.1,11.2,1.169642857,49,7,
1,6/19/2019,DSC02483,22,4.6,3.8,1.210526316,49,7,
1,6/19/2019,DSC02483,23,13.2,10.3,1.281553398,49,7,
1,6/19/2019,DSC02483,24,3.9,3,1.3,49,7,
1,6/19/2019,DSC02483,25,11.1,9.4,1.180851064,49,7,
1,6/19/2019,DSC02483,26,3,2.7,1.111111111,49,7,
1,6/19/2019,DSC02483,27,12.7,10.7,1.186915888,49,7,
1,6/19/2019,DSC02483,28,11.2,9.3,1.204301075,49,7,
1,6/19/2019,DSC02483,29,4.6,3.8,1.210526316,49,7,
1,6/19/2019,DSC02483,30,3.7,3,1.233333333,49,7,
1,6/19/2019,DSC02483,31,2.9,2.4,1.208333333,49,7,
1,6/19/2019,DSC02483,32,11.5,9.2,1.25,49,7,
1,6/19/2019,DSC02483,33,2.1,2,1.05,49,7,
1,6/19/2019,DSC02483,34,3.9,3.5,1.114285714,49,7,
1,6/19/2019,DSC02483,35,4.8,4,1.2,49,7,
1,6/19/2019,DSC02483,36,3.4,2.9,1.172413793,49,7,
1,6/19/2019,DSC02483,37,4.4,3.7,1.189189189,49,7,
1,6/19/2019,DSC02483,38,13.9,11.9,1.168067227,49,7,
1,6/19/2019,DSC02483,39,12.8,11.7,1.094017094,49,7,
1,6/19/2019,DSC02483,40,15.1,13.6,1.110294118,49,7,
1,6/19/2019,DSC02483,41,4.3,4.1,1.048780488,49,7,
1,6/19/2019,DSC02483,42,11.8,10.4,1.134615385,49,7,
1,6/19/2019,DSC02483,43,3.3,3.1,1.064516129,49,7,
1,6/19/2019,DSC02483,44,3.3,2.9,1.137931034,49,7,
1,6/26/2019,DSC02542,1,3.93,,#DIV/0!,56,8,
1,6/26/2019,DSC02542,2,12.88,,#DIV/0!,56,8,
1,6/26/2019,DSC02542,3,3.07,,#DIV/0!,56,8,
1,6/26/2019,DSC02542,4,3.32,,#DIV/0!,56,8,
1,6/26/2019,DSC02542,5,10.37,,#DIV/0!,56,8,
1,6/26/2019,DSC02542,6,14.46,,#DIV/0!,56,8,
1,6/26/2019,DSC02542,7,4.26,,#DIV/0!,56,8,
1,6/26/2019,DSC02542,8,2.79,,#DIV/0!,56,8,
1,6/26/2019,DSC02542,9,3.71,,#DIV/0!,56,8,
1,6/26/2019,DSC02542,10,4.07,,#DIV/0!,56,8,
1,6/26/2019,DSC02542,11,11.49,,#DIV/0!,56,8,
1,6/26/2019,DSC02542,12,10.64,,#DIV/0!,56,8,
1,6/26/2019,DSC02542,13,12.37,,#DIV/0!,56,8,
1,6/26/2019,DSC02542,14,2.28,,#DIV/0!,56,8,
1,6/26/2019,DSC02542,15,2.95,,#DIV/0!,56,8,
1,6/26/2019,DSC02542,16,3.07,,#DIV/0!,56,8,
1,6/26/2019,DSC02542,17,3.78,,#DIV/0!,56,8,
1,6/26/2019,DSC02542,18,10.97,,#DIV/0!,56,8,
1,6/26/2019,DSC02542,19,2.73,,#DIV/0!,56,8,
1,6/26/2019,DSC02542,20,3.93,,#DIV/0!,56,8,
1,6/26/2019,DSC02542,21,12.78,,#DIV/0!,56,8,
1,6/26/2019,DSC02542,22,4.73,,#DIV/0!,56,8,
1,6/26/2019,DSC02542,23,3.2,,#DIV/0!,56,8,
1,6/26/2019,DSC02542,24,4.91,,#DIV/0!,56,8,
1,6/26/2019,DSC02542,25,3.52,,#DIV/0!,56,8,
1,6/26/2019,DSC02542,26,2.97,,#DIV/0!,56,8,
1,6/26/2019,DSC02542,27,3.68,,#DIV/0!,56,8,
1,6/26/2019,DSC02542,28,11.96,,#DIV/0!,56,8,
1,6/26/2019,DSC02542,29,11.88,,#DIV/0!,56,8,
1,6/26/2019,DSC02542,30,9.84,,#DIV/0!,56,8,
1,6/26/2019,DSC02542,31,10.86,,#DIV/0!,56,8,
1,6/26/2019,DSC02542,32,4.19,,#DIV/0!,56,8,
1,6/26/2019,DSC02542,33,11.56,,#DIV/0!,56,8,
1,6/26/2019,DSC02542,34,12.23,,#DIV/0!,56,8,
1,6/26/2019,DSC02542,35,3.3,,#DIV/0!,56,8,
1,6/26/2019,DSC02542,36,10.21,,#DIV/0!,56,8,
1,6/26/2019,DSC02542,37,11.98,,#DIV/0!,56,8,
1,6/26/2019,DSC02542,38,3.61,,#DIV/0!,56,8,
1,6/26/2019,DSC02542,39,12.56,,#DIV/0!,56,8,
1,6/26/2019,DSC02542,40,9.47,,#DIV/0!,56,8,
1,6/26/2019,DSC02542,41,11.74,,#DIV/0!,56,8,
1,6/26/2019,DSC02542,42,14.57,,#DIV/0!,56,8,
1,6/26/2019,DSC02542,43,11.44,,#DIV/0!,56,8,
1,6/26/2019,DSC02542,44,4.43,,#DIV/0!,56,8,
1,6/26/2019,DSC02542,45,3.98,,#DIV/0!,56,8,
1,6/26/2019,DSC02542,46,2.82,,#DIV/0!,56,8,
1,6/26/2019,DSC02542,47,13.93,,#DIV/0!,56,8,
1,6/26/2019,DSC02542,48,13.44,,#DIV/0!,56,8,
1,6/26/2019,DSC02542,49,10.89,,#DIV/0!,56,8,
1,6/26/2019,DSC02542,50,2.51,,#DIV/0!,56,8,
1,6/26/2019,DSC02542,51,2.84,,#DIV/0!,56,8,
1,7/3/2019,DSC02604.JPG,1,12.5,,#DIV/0!,63,9,
1,7/3/2019,DSC02604.JPG,2,11.6,,#DIV/0!,63,9,
1,7/3/2019,DSC02604.JPG,3,6.4,,#DIV/0!,63,9,
1,7/3/2019,DSC02604.JPG,4,3.4,,#DIV/0!,63,9,
1,7/3/2019,DSC02604.JPG,5,4.8,,#DIV/0!,63,9,
1,7/3/2019,DSC02604.JPG,6,4.8,,#DIV/0!,63,9,
1,7/3/2019,DSC02604.JPG,7,16.3,,#DIV/0!,63,9,
1,7/3/2019,DSC02604.JPG,8,12.4,,#DIV/0!,63,9,
1,7/3/2019,DSC02604.JPG,9,10.7,,#DIV/0!,63,9,
1,7/3/2019,DSC02604.JPG,10,5.6,,#DIV/0!,63,9,
1,7/3/2019,DSC02604.JPG,11,3,,#DIV/0!,63,9,
1,7/3/2019,DSC02604.JPG,12,3.2,,#DIV/0!,63,9,
1,7/3/2019,DSC02604.JPG,13,3.1,,#DIV/0!,63,9,
1,7/3/2019,DSC02604.JPG,14,12,,#DIV/0!,63,9,
1,7/3/2019,DSC02604.JPG,15,13.8,,#DIV/0!,63,9,
1,7/3/2019,DSC02604.JPG,16,13.8,,#DIV/0!,63,9,
1,7/3/2019,DSC02604.JPG,17,13.9,,#DIV/0!,63,9,
1,7/3/2019,DSC02604.JPG,18,14.5,,#DIV/0!,63,9,
1,7/3/2019,DSC02604.JPG,19,10.6,,#DIV/0!,63,9,
1,7/3/2019,DSC02604.JPG,20,2.8,,#DIV/0!,63,9,
1,7/3/2019,DSC02604.JPG,21,10.6,,#DIV/0!,63,9,
